ADDRESS,Zip Code,phase
1770 VT ROUTE 74,05753,I
110 WEST ST,05753,I
1501 VT ROUTE 74,05753,I
2100 VT ROUTE 74,05753,I
2020 VT ROUTE 74,05753,I
294 WEST ST,05753,I
3372 VT ROUTE 30,05753,I
3356 VT ROUTE 30,05753,I
3354 VT ROUTE 30,05753,I
3220 VT ROUTE 30,05753,I
706 WEST ST,05753,I
3263 VT ROUTE 30,05753,I
3169 VT ROUTE 30,05753,I
3129 VT ROUTE 30,05753,I
124 LAMBERT LN,05753,I
3099 VT ROUTE 30,05753,I
3075 VT ROUTE 30,05753,I
2370 MIDDLE RD,05769,I
546 PEET RD,05753,I
2991 VT ROUTE 30,05753,I
654 PEET RD,05753,I
540 PEET RD,05753,I
2900 VT ROUTE 30,05753,I
2846 VT ROUTE 30,05753,I
23 PEET RD,05753,I
2742 VT ROUTE 30,05753,I
1240 WEST ST,05753,I
1257 WEST ST,05753,I
2711 VT ROUTE 30,05753,I
2706 VT ROUTE 30,05753,I
18 VT ROUTE 74,05753,I
2629 VT ROUTE 30,05753,I
2598 VT ROUTE 30,05753,I
1307 N BINGHAM ST,05753,I
2529 VT ROUTE 30,05753,I
2487 VT ROUTE 30,05753,I
1333 N BINGHAM ST,05753,I
2484 VT ROUTE 30,05753,I
2440 VT ROUTE 30,05753,I
2420 VT ROUTE 30,05753,I
2239 VT ROUTE 30,05753,I
1776 WEST ST,05753,I
179 MORSE RD,05753,I
2141 VT ROUTE 30,05753,I
2970 SOUTH ST EXT,05753,I
2144 VT ROUTE 30,05753,I
2014 VT ROUTE 30,05753,I
2035 VT ROUTE 30,05753,I
1876 N BINGHAM ST,05753,I
2015 VT ROUTE 30,05753,I
1989 VT ROUTE 30,05753,I
1974 WEST ST,05753,I
2819 SOUTH ST EXT,05753,I
1952 VT ROUTE 30,05753,I
2054 WEST ST,05753,I
1860 VT ROUTE 30,05753,I
2667 SOUTH ST EXT,05753,I
2143 WEST ST,05753,I
500 ROBBINS RD,05753,I
1762 VT ROUTE 30,05753,I
1722 VT ROUTE 30,05753,I
425 ROBBINS RD,05753,I
1720 VT ROUTE 30,05753,I
1645 VT ROUTE 30,05753,I
2314 WEST ST,05753,I
1634 VT ROUTE 30,05753,I
2367 WEST ST,05753,I
1570 VT ROUTE 30,05753,I
1571 VT ROUTE 30,05753,I
2369 WEST ST,05753,I
1547 VT ROUTE 30,05753,I
1484 VT ROUTE 30,05753,I
1488 VT ROUTE 30,05753,I
1491 VT ROUTE 30,05753,I
2371 WEST ST,05753,I
1453 VT ROUTE 30,05753,I
1439 VT ROUTE 30,05753,I
1383 VT ROUTE 30,05753,I
1708 SPERRY RD,05753,I
1364 VT ROUTE 30,05753,I
1339 VT ROUTE 30,05753,I
1337 VT ROUTE 30,05753,I
1283 VT ROUTE 30,05753,I
1239 VT ROUTE 30,05753,I
1195 VT ROUTE 30,05753,I
255 RIDGE RD,05753,I
325 RIDGE RD,05753,I
1118 VT ROUTE 30,05753,I
1117 VT ROUTE 30,05753,I
1024 VT ROUTE 30,05753,I
881 VT ROUTE 30,05753,I
625 VT ROUTE 30,05753,I
882 VT ROUTE 30,05753,I
761 VT ROUTE 30,05753,I
241 CIDER MILL RD,05753,I
687 VT ROUTE 30,05753,I
750 VT ROUTE 30,05753,I
381 FOOTE FARM RD,05753,I
265 FOOTE FARM RD,05753,I
152 BURR OAK LN,05753,I
560 VT ROUTE 30,05753,I
455 CIDER MILL RD,05753,I
76 BEAVER BROOK RD,05753,I
459 CIDER MILL RD,05753,I
486 CIDER MILL RD,05753,I
656 VT ROUTE 30,05753,I
470 FOOTE FARM RD,05753,I
496 VT ROUTE 30,05753,I
455 VT ROUTE 30,05753,I
422 VT ROUTE 30,05753,I
388 VT ROUTE 30,05753,I
2293 VT ROUTE 125,05753,I
2209 VT ROUTE 125,05753,I
2013 VT ROUTE 125,05753,I
2170 VT ROUTE 125,05753,I
2172 VT ROUTE 125,05753,I
1769 VT ROUTE 125,05753,I
1691 VT ROUTE 125,05753,I
1629 VT ROUTE 125,05753,I
1512 VT ROUTE 125,05753,I
1766 VT ROUTE 125,05753,I
1390 VT ROUTE 125,05753,I
1341 VT ROUTE 125,05753,I
1273 VT ROUTE 125,05753,I
1011 VT ROUTE 125,05753,I
16 LEMON FAIR RD,05753,I
160 GREEN ST,05491,pending
26 THOMAS CIR,05491,pending
22 SUNSET DR,05491,pending
411 MOUNTAINVIEW DR,05733,pending
0 SWALLOW DR,05769,pending
5592 US ROUTE 7,05456,pending
1758 US ROUTE 7,05491,pending
850 SHACKETT RD,05733,pending
1314 LITTLE CHICAGO RD,05456,pending
88 S WATER ST,05491,pending
36 WING RD,05456,pending
1823 LAKE DUNMORE RD,05733,pending
480 KELSEY LN,05769,pending
1906 US ROUTE 7,05491,pending
12 SUNSET DR,05491,pending
258 TUPPERS XING,05456,pending
717 DAKIN RD,05456,pending
8 SHORT ST,05491,pending
41 CHURCH ST,05491,pending
72 STONE MEADOW LN,05456,pending
45 W MAIN ST,05491,pending
23 UNION ST,05491,pending
7 BULLOCK RD,05733,pending
13 WHITE ST,05491,pending
1464 HOOKER RD,05733,pending
42 S MAPLE ST,05491,pending
123 N MAIN ST,05778,pending
2825 LAKE DUNMORE RD,05733,pending
66 S MAPLE ST,05491,pending
1511 LAKE DUNMORE RD,05769,pending
720 WEST SHORE RD,05769,pending
156 DOGWOOD DR,05733,pending
48 MACDONOUGH DR,05491,pending
179 S MAPLE ST,05491,pending
3 S MAIN ST,05778,pending
9 MOOSALAMOO CLUB RD,05769,pending
100 MACDONOUGH DR,05491,pending
7 THIRD ST,05491,pending
4712 US ROUTE 7,05456,pending
1065 SATTERLY RD,05456,pending
931 GREENBUSH RD,05743,pending
801 MIDDLEBROOK RD,05456,pending
293 DAKIN RD,05456,pending
79 OLD ORCHARD WAY,05456,pending
95 MARSH HILL RD,05491,pending
83 S MAPLE ST,05491,pending
390 INDIAN TRL,05733,pending
100 MACDONOUGH DR,05491,pending
100 MACDONOUGH DR,05491,pending
302 INDIAN TRL,05733,pending
1583 LAKE DUNMORE RD,05733,pending
173 EMBER TRL,05733,pending
2372 LEICESTER WHITING RD,05778,pending
76 MACDONOUGH DR,05491,pending
3 MOOSALAMOO CLUB RD,05769,pending
195 ROCK LNDG,05456,pending
390 SHACKETT RD,05733,pending
3668 LAKE DUNMORE RD,05769,pending
9 N GREEN ST,05491,pending
146 DELORM RD,05733,pending
688 LITTLE CHICAGO RD,05456,pending
101 MAIN ST,05491,pending
52 EAST ST,05491,pending
1696 MAPLE ST,05491,pending
266 INDIAN TRL,05733,pending
12 N MAIN ST,05778,pending
266 RIDGE VIEW DR,05733,pending
25 BOWMAN RD,05491,pending
640 ROUND BARN RD,05456,pending
7531 ETHAN ALLEN HWY,05472,pending
110 GREEN ST,05491,pending
47 S WATER ST,05491,pending
896 MAPLE ST,05769,pending
283 ROUND BARN RD,05456,pending
261 HIDEAWAY TRL,05733,pending
62 SCHOOL ST,05491,pending
79 CATAMOUNT DR,05733,pending
3838 SAND RD,05456,pending
444 WEST SHORE RD,05769,pending
163 BAY SHORE DR,05769,pending
6 CROSBY CT,05491,pending
202 INDIAN TRL,05733,pending
275 LAKEVIEW DR,05733,pending
1535 MONKTON RD,05456,pending
1149 SATTERLY RD,05456,pending
12 SCOVEL LN,05491,pending
178 SEAGUL CIR,05769,pending
4168 US ROUTE 7,05456,pending
18 WEST ST,05491,pending
61 WINDY LN,05491,pending
8 BOOSKA CT,05491,pending
33 MACDONOUGH DR,05491,pending
6 HILLSIDE ACRES,05491,pending
1297 LITTLE CHICAGO RD,05456,pending
97 BISBEE RD,05491,pending
40 JEWELL LN,05456,pending
1 LITTLE CHICAGO RD,05456,pending
13 COMFORT HL,05491,pending
95 S WATER ST,05491,pending
22 BOWMAN RD,05491,pending
5 HOPKINS RD,05491,pending
4 HIGH ST,05491,pending
231 LAKEVIEW DR,05733,pending
1274 HOOKER RD,05733,pending
1912 WEST SHORE RD,05769,pending
109 ISTHMUS DR,05733,pending
1192 US ROUTE 7,05733,pending
93 FOX LN,05733,pending
5 S MAPLE ST,05491,pending
3532 SHELLHOUSE MOUNTAIN RD,05456,pending
424 MOUNT INDEPENDENCE RD,05760,pending
100 MACDONOUGH DR,05491,pending
75 S WATER ST,05491,pending
78 DOGWOOD DR,05733,pending
71 BAY SHORE DR,05769,pending
64 GREEN ST,05491,pending
125 LITTLE CHICAGO RD,05456,pending
11 FIRST ST,05491,pending
40 US ROUTE 7,05733,pending
1648 WEST SHORE RD,05769,pending
277 MAIN ST,05491,pending
11 COURTNEY DR,05491,pending
662 SHACKETT RD,05733,pending
121 PLANK RD,05491,pending
1294 LAKE DUNMORE RD,05733,pending
53 N MAIN ST,05778,pending
427 QUIET LN,05769,pending
452 WEST SHORE RD,05769,pending
355 SHACKETT RD,05733,pending
200 OLD STAGE RD,05760,pending
75 TONGLEN LN,05743,pending
3253 LAKE DUNMORE RD,05733,pending
7 CANAL ST,05491,pending
17 VICTORY ST,05491,pending
52 OAK HILL LN,05733,pending
28 HIGH MANOR PARK,05491,pending
1452 FERN LAKE RD,05733,pending
2750 LEICESTER WHITING RD,05778,pending
19 MAPLE MNR,05491,pending
8 PROSPECT ST,05491,pending
764 WEST SHORE RD,05769,pending
396 WEST SHORE RD,05769,pending
25 BOOTH WOODS,05491,pending
4 MAPLE MNR,05491,pending
20 NEW HAVEN RD,05491,pending
31 WINDY LN,05491,pending
92 S WATER ST,05491,pending
502 KELSEY LN,05769,pending
1610 LITTLE CHICAGO RD,05456,pending
14 PANTON RD,05491,pending
3 MEADOW LN,05491,pending
56 DUNMORE ACRES DR,05733,pending
99 GLORY LN,05733,pending
3 THORNWOOD LN,05491,pending
618 WEST SHORE RD,05769,pending
959 PLANK RD,05491,pending
22 THOMAS CIR,05491,pending
3454 SHELLHOUSE MOUNTAIN RD,05456,pending
1352 US ROUTE 7,05733,pending
1316 LAKE DUNMORE RD,05733,pending
309 SAND RD,05456,pending
87 BRIDLE PATH LN,05778,pending
3133 HAWKINS RD,05456,pending
181 GREEN ST,05491,pending
185 WESTSIDE DR,05733,pending
936 MAPLE ST,05769,pending
595 MAPLE ST,05769,pending
141 WINDING WAY,05733,pending
12 HIGH ST,05491,pending
11 YOUNG RD,05760,pending
32 FIRST ST,05491,pending
74 S MAPLE ST,05491,pending
3014 HAWKINS RD,05456,pending
54 W MAIN ST,05491,pending
3611 LAKE DUNMORE RD,05733,pending
1 DEPOT RD,05491,pending
4 COUNTRY CMNS,05491,pending
87 BALSAM DR,05733,pending
32 HILLSIDE ACRES,05491,pending
3177 US ROUTE 7,05456,pending
29 SECOND ST,05491,pending
2997 LAKE DUNMORE RD,05733,pending
1292 LAKE DUNMORE RD,05733,pending
291 MOUNTAINVIEW DR,05733,pending
193 PINE LN,05769,pending
1644 SHELLHOUSE MOUNTAIN RD,05456,pending
136 AUTUMN TRL,05733,pending
389 PLANK RD,05491,pending
908 US ROUTE 7,05491,pending
20 UNION ST,05491,pending
739 VT ROUTE 73,05733,pending
16 FIRST ST,05491,pending
69 GLORY LN,05733,pending
5075 US ROUTE 7,05456,pending
47 MAIN ST,05491,pending
117 W MAIN ST,05491,pending
690 MIDDLEBROOK RD,05456,pending
289 WINDING WAY,05733,pending
10 BOOSKA CT,05491,pending
150 AUTUMN TRL,05733,pending
5217 US ROUTE 7,05456,pending
43 BOOTH WOODS,05491,pending
2511 US ROUTE 7,05733,pending
3029 US ROUTE 7,05456,pending
1488 FERN LAKE RD,05733,pending
339 US ROUTE 7,05733,pending
605 ROUND BARN RD,05456,pending
5 BOWMAN RD,05491,pending
34 EAST ST,05491,pending
176 GREEN ST,05491,pending
19 BRIDLE PATH LN,05778,pending
512 INDIAN TRL,05733,pending
13 HILLSIDE ACRES,05491,pending
53 W MAIN ST,05491,pending
20 VICTORY ST,05491,pending
68 PARK LN,05456,pending
115 MAIN ST,05491,pending
25 MEADOW LN,05491,pending
84 OAK LN,05769,pending
818 WEST SHORE RD,05769,pending
9 THIRD ST,05491,pending
43 N MAIN ST,05778,pending
40 BOWMAN RD,05491,pending
49 YOUNG RD,05760,pending
50 MACDONOUGH DR,05491,pending
80 GREEN ST,05491,pending
2124 WALKER RD,05456,pending
57 NORTH ST,05491,pending
188 S MAPLE ST,05491,pending
13 SECOND ST,05491,pending
617 MIDDLEBROOK RD,05456,pending
657 MAPLE ST,05491,pending
1489 SHELLHOUSE MOUNTAIN RD,05456,pending
3540 MONKTON RD,05472,pending
25 SCHOOL ST,05491,pending
111 MAIN ST,05491,pending
30 S WATER ST,05491,pending
182 S MAPLE ST,05491,pending
8 THOMAS CIR,05491,pending
1364 HOOKER RD,05733,pending
18 W MAIN ST,05491,pending
201 LEISURE LN,05769,pending
51 BOOTH WOODS,05491,pending
88 DELORM RD,05733,pending
75 MOUNTAIN MDWS,05456,pending
122 GREEN ST,05491,pending
55 RUSTIC CT,05733,pending
163 COMMODORE DR,05491,pending
2030 US ROUTE 7,05733,pending
838 MAPLE ST,05769,pending
1732 FULLER MOUNTAIN RD,05473,pending
27 UNION ST,05491,pending
26 MOUNTAIN VIEW LN,05491,pending
11 WALKER AVE,05491,pending
29 S MAIN ST,05778,pending
2053 MAPLE ST,05491,pending
123 SHACKETT RD,05733,pending
193 S MAPLE ST,05491,pending
185 LAKE DUNMORE RD,05733,pending
3167 LIME KILN RD,05472,pending
3063 LAKE DUNMORE RD,05733,pending
18 SUNSET DR,05491,pending
189 MAIN ST,05491,pending
139 GREEN ST,05491,pending
58 SHACKETT RD,05733,pending
5 ELM ST,05491,pending
100 MOUNTAINVIEW DR,05733,pending
3512 US ROUTE 7,05456,pending
21 BOOTH WOODS,05491,pending
288 KELSEY LN,05769,pending
308 KELSEY LN,05769,pending
1827 LEICESTER WHITING RD,05733,pending
543 HAWKINS RD,05456,pending
38 S MAIN ST,05778,pending
3388 SHELLHOUSE MOUNTAIN RD,05456,pending
16 DAKIN RD,05456,pending
36 BOOTH WOODS,05491,pending
345 GREEN MEADOW LN,05743,pending
87 S MAIN ST,05778,pending
410 WEST SHORE RD,05769,pending
298 GLORY LN,05733,pending
829 WEST SHORE RD,05769,pending
218 OLD STAGE RD,05760,pending
40 BOOTH WOODS,05491,pending
422 WEST SHORE RD,05769,pending
31 EAST ST,05491,pending
39 MAIN ST,05491,pending
796 WEST SHORE RD,05769,pending
249 PINE LN,05769,pending
1245 GREEN ST,05491,pending
2133 WEST SHORE RD,05769,pending
2104 WEST SHORE RD,05769,pending
13 UNION ST,05491,pending
7 MCKNIGHT LN,05491,pending
592 MAPLE ST,05491,pending
199 S MAPLE ST,05491,pending
11 MOUNTAIN VIEW LN,05491,pending
145 GREEN ST,05491,pending
66 COVE POINT DR,05733,pending
67 FERSON RD,05733,pending
40 MACDONOUGH DR,05491,pending
991 MIDDLEBROOK RD,05456,pending
743 SWININGTON HILL RD,05733,pending
100 COMFORT HL,05491,pending
112 S MAIN ST,05778,pending
295 LEICESTER WHITING RD,05733,pending
15 SECOND ST,05491,pending
8 MECHANICS ST,05491,pending
20 MOUNTAINVIEW DR,05733,pending
29 MONKTON RD,05491,pending
305 LAKEVIEW DR,05733,pending
4234 US ROUTE 7,05456,pending
96 S WATER ST,05491,pending
155 BAY SHORE DR,05769,pending
399 SHACKETT RD,05733,pending
175 PLANK RD,05491,pending
319 WEST SHORE RD,05769,pending
57 MCKNIGHT LN,05491,pending
323 FERN LAKE RD,05733,pending
46 BEECH LN,05733,pending
320 LEISURE LN,05733,pending
336 INDIAN TRL,05733,pending
20 MONKTON RD,05491,pending
108 DOGWOOD DR,05733,pending
50 LEICESTER WHITING RD,05733,pending
1769 LAKE DUNMORE RD,05733,pending
6 SECOND ST,05491,pending
115 S MAPLE ST,05491,pending
3173 HAWKINS RD,05456,pending
746 GREENBUSH RD,05743,pending
1045 SHELLHOUSE MOUNTAIN RD,05456,pending
107 BULLOCK RD,05733,pending
72 SCHOOL ST,05491,pending
600 FERN LAKE RD,05733,pending
25 LOCUST LN,05491,pending
1316 LITTLE CHICAGO RD,05456,pending
177 SEAGUL CIR,05769,pending
35 S WATER ST,05491,pending
3313 SAND RD,05456,pending
732 VT ROUTE 73,05760,pending
8 SECOND ST,05491,pending
244 RIDGE VIEW DR,05733,pending
128 SCHOOLHOUSE RD,05769,pending
47 RUSTIC CT,05733,pending
5467 US ROUTE 7,05456,pending
1866 HOOKER RD,05733,pending
161 MAIN ST,05491,pending
518 MAPLE ST,05769,pending
23 FIRST ST,05491,pending
1302 DELORM RD,05733,pending
284 INDIAN TRL,05733,pending
211 WESTSIDE DR,05733,pending
1056 FERN LAKE RD,05733,pending
18 WEST ST,05491,pending
41 BAY SHORE DR,05769,pending
18 COMFORT HL,05491,pending
62 MEIGS RD,05491,pending
24 CRAM RD,05733,pending
1457 LAKE DUNMORE RD,05769,pending
101 SANDY POINT LN,05733,pending
11 MOOSALAMOO CLUB RD,05769,pending
66 BREBEUF TER,05733,pending
464 RUSTIC LN,05769,pending
1033 BULLOCK RD,05733,pending
83 SANDY POINT LN,05733,pending
30 GRISWOLD LN,05760,pending
2235 LEICESTER WHITING RD,05733,pending
187 TUPPERS XING,05456,pending
8 MCKNIGHT LN,05491,pending
111 HOLLY LN,05733,pending
191 S MAPLE ST,05491,pending
95 S COVE TRL,05733,pending
230 SHACKETT RD,05733,pending
2268 US ROUTE 7,05733,pending
4 GREEN MEADOW ACRES,05491,pending
1100 LAKE DUNMORE RD,05733,pending
234 MOUNTAINVIEW DR,05733,pending
1389 HOOKER RD,05733,pending
40 NORTH ST,05491,pending
113 WINDING WAY,05733,pending
83 BULLOCK RD,05733,pending
772 DELORM RD,05733,pending
4 ICE HOUSE CT,05491,pending
217 MAIN ST,05491,pending
16 W MAIN ST,05491,pending
2651 US ROUTE 7,05733,pending
5 BATTERY HL,05491,pending
8 ELM ST,05491,pending
16 EAST ST,05491,pending
386 WEST SHORE RD,05769,pending
76 MEIGS RD,05491,pending
174 S MAPLE ST,05491,pending
36 MACDONOUGH DR,05491,pending
144 DOGWOOD DR,05733,pending
841 LAKE DUNMORE RD,05733,pending
25 HOPKINS RD,05491,pending
126 S MAPLE ST,05491,pending
342 RED GATE RD,05733,pending
10 MONKTON RD,05491,pending
47 YOUNG RD,05760,pending
64 N MAIN ST,05778,pending
53 NEW HAVEN RD,05491,pending
802 WEST SHORE RD,05769,pending
12 CROSBY CT,05491,pending
2200 LAKE DUNMORE RD,05733,pending
17 SINGING CEDARS RD,05760,pending
5 COUNTRY CMNS,05491,pending
235 ATKINS FARM RD,05456,pending
16 SECOND ST,05491,pending
2393 US ROUTE 7,05733,pending
619 MIDDLEBROOK RD,05456,pending
499 WESTSIDE DR,05733,pending
34 THOMAS CIR,05491,pending
3180 LAKE DUNMORE RD,05733,pending
3717 US ROUTE 7,05456,pending
4 FIRST ST,05491,pending
350 LEISURE LN,05733,pending
17 UNION ST,05491,pending
7 HILLSIDE ACRES,05491,pending
1296 HOOKER RD,05733,pending
17 THOMAS CIR,05491,pending
144 PARTRIDGE TRL,05733,pending
223 COMMODORE DR,05491,pending
9 FIRST ST,05491,pending
161 RABBIT RUN,05456,pending
287 MAIN ST,05491,pending
61 S WATER ST,05491,pending
87 DELORM RD,05733,pending
532 KELSEY LN,05769,pending
35 EAST ST,05491,pending
1772 MONKTON RD,05491,pending
516 HAWKINS RD,05456,pending
31 FIRST ST,05491,pending
444 KELSEY LN,05769,pending
3 SUNSET DR,05491,pending
5 ICE HOUSE CT,05491,pending
60 S MAPLE ST,05491,pending
2283 HOOKER RD,05733,pending
161 BAY SHORE DR,05769,pending
34 FERSON RD,05733,pending
100 MACDONOUGH DR,05491,pending
9 THOMAS CIR,05491,pending
135 MAIN ST,05491,pending
24 S MAPLE ST,05491,pending
2799 LEICESTER WHITING RD,05778,pending
36 BOWMAN RD,05491,pending
12 MONKTON RD,05491,pending
2789 LEICESTER WHITING RD,05778,pending
956 SHACKETT RD,05733,pending
1405 DELORM RD,05733,pending
70 WINDY KNOLL LN,05733,pending
9 GREEN MEADOW ACRES,05491,pending
3677 US ROUTE 7,05456,pending
432 DAKIN RD,05456,pending
1279 LEICESTER WHITING RD,05733,pending
4 OLD SAWMILL RD,05760,pending
37 SINGING CEDARS RD,05760,pending
3574 SHELLHOUSE MOUNTAIN RD,05456,pending
22 COMFORT HL,05491,pending
529 WESTSIDE DR,05733,pending
1046 SHACKETT RD,05733,pending
1254 LAKE DUNMORE RD,05733,pending
273 MONKTON RD,05491,pending
1565 MONKTON RD,05456,pending
76 SHELLHOUSE MOUNTAIN RD,05456,pending
97 DUNMORE ACRES DR,05733,pending
1831 LAKE DUNMORE RD,05769,pending
380 LEISURE LN,05733,pending
20 SECOND ST,05491,pending
30 PINE HAVEN LN,05733,pending
13 RAYMOND HILL RD,05760,pending
272 JOCKEY LN,05473,pending
474 ECHO RD,05743,pending
4 S WATER ST,05491,pending
906 MAPLE ST,05491,pending
81 MAIN ST,05491,pending
759 DAKIN RD,05456,pending
759 DELORM RD,05733,pending
59 PARTRIDGE TRL,05733,pending
7 MEADOW LN,05491,pending
48 EAST ST,05491,pending
454 ECHO RD,05743,pending
22 N MAPLE ST,05491,pending
1099 ROUTE 66,05491,pending
246 ATKINS FARM RD,05456,pending
385 BUCKWHEAT ST,05456,pending
728 WEST SHORE RD,05769,pending
26 FIRST ST,05491,pending
1890 LAKE DUNMORE RD,05769,pending
2018 WEST SHORE RD,05769,pending
310 LEISURE LN,05733,pending
57 MONKTON RD,05491,pending
70 S MAIN ST,05778,pending
216 ROCK LNDG,05456,pending
118 PANTON RD,05491,pending
91 N MAIN ST,05778,pending
161 N MAIN ST,05778,pending
45 SUNSET PT,05733,pending
86 DELORM RD,05733,pending
2303 FERN LAKE RD,05733,pending
9 BOWMAN RD,05491,pending
0 LAKE DUNMORE RD,05733,pending
1111 US ROUTE 7,05491,pending
1 GREEN MEADOW ACRES,05491,pending
297 MAIN ST,05491,pending
410 LEISURE LN,05733,pending
2822 US ROUTE 7,05456,pending
1225 FERN LAKE RD,05733,pending
5 FIRST ST,05491,pending
124 S MAPLE ST,05491,pending
307 LAKEVIEW DR,05733,pending
31 MOUNTAIN VIEW LN,05491,pending
18 SECOND ST,05491,pending
3890 US ROUTE 7,05456,pending
44 A ROBINS RD,05769,pending
215 MAIN ST,05491,pending
1277 SATTERLY RD,05456,pending
41 SUNSET PT,05733,pending
7 BATTERY HL,05491,pending
50 COVE POINT DR,05733,pending
3601 SAND RD,05456,pending
190 PINE LN,05769,pending
100 MACDONOUGH DR,05491,pending
103 HIGH MANOR PARK,05491,pending
285 HAIGIS LN,05456,pending
176 SEAGUL CIR,05769,pending
593 MIDDLEBROOK RD,05456,pending
243 COMMODORE DR,05491,pending
1767 US ROUTE 7,05769,pending
44 BEDFORD RD,05491,pending
202 S MAPLE ST,05491,pending
50 GREEN ST,05491,pending
196 GREEN ST,05491,pending
11 SECOND ST,05491,pending
75 FERNVILLE RD,05733,pending
13 MAIN ST,05491,pending
179 GREEN ST,05491,pending
3062 US ROUTE 7,05456,pending
21 LITTLE OTTER LN,05456,pending
523 RUSTIC LN,05769,pending
73 QUIET LN,05769,pending
125 W MAIN ST,05491,pending
84 S MIDDLEBROOK RD,05491,pending
6 GREEN MEADOW ACRES,05491,pending
94 GREEN ST,05491,pending
259 WINDING WAY,05733,pending
10 MCKNIGHT LN,05491,pending
19 EAST ST,05491,pending
56 GREEN ST,05491,pending
10 GREEN ST,05491,pending
16 HIGH ST,05491,pending
62 S WATER ST,05491,pending
802 MAPLE ST,05769,pending
304 S MIDDLEBROOK RD,05491,pending
33 N MAPLE ST,05491,pending
356 KELSEY LN,05769,pending
1179 FULLER MOUNTAIN RD,05473,pending
1012 GREEN ST,05491,pending
32 MCKNIGHT LN,05491,pending
2 MAPLE MNR,05491,pending
1823 LAKE DUNMORE RD,05769,pending
97 W MAIN ST,05491,pending
262 POND LN,05743,pending
620 CRAM RD,05733,pending
20 FIRST ST,05491,pending
52 BUCKWHEAT ST,05456,pending
178 S MAPLE ST,05491,pending
100 MACDONOUGH DR,05491,pending
100 MACDONOUGH DR,05491,pending
6 PARK ST,05491,pending
354 WEST SHORE RD,05769,pending
21 MAPLE MNR,05491,pending
15 SUNSET DR,05491,pending
91 PLANK RD,05491,pending
64 OAK LN,05769,pending
38 MOUNTAIN VIEW LN,05491,pending
2845 LAKE DUNMORE RD,05733,pending
25 HIGH ST,05491,pending
29 EAST ST,05491,pending
427 MAPLE ST,05491,pending
681 MAPLE ST,05491,pending
700 WEST SHORE RD,05769,pending
59 JOHNSON DR,05733,pending
971 CRAM RD,05733,pending
700 ROUND BARN RD,05456,pending
320 BURROUGHS FARM RD,05491,pending
500 MONKTON RD,05491,pending
610 FERN LAKE RD,05733,pending
44 W MAIN ST,05491,pending
1180 SHELLHOUSE MOUNTAIN RD,05456,pending
10 NORTH ST,05491,pending
5 SUNSET DR,05491,pending
116 BURROUGHS FARM RD,05491,pending
43 MAIN ST,05491,pending
619 DAKIN RD,05456,pending
167 WINDING WAY,05733,pending
34 CREAMERY RD,05456,pending
34 MAIN ST,05491,pending
226 LITTLE CHICAGO RD,05456,pending
338 BUCKWHEAT ST,05456,pending
400 JOCKEY LN,05473,pending
276 BURROUGHS FARM RD,05491,pending
149 MAIN ST,05491,pending
74 S WATER ST,05491,pending
23 SUNSET DR,05491,pending
16 MOUNTAIN VIEW LN,05491,pending
249 WESTSIDE DR,05733,pending
57 GREEN ST,05491,pending
390 LEISURE LN,05733,pending
451 GREEN MEADOW LN,05743,pending
342 HOOKER RD,05733,pending
62 HIGH MANOR PARK,05491,pending
42 BOWMAN RD,05491,pending
1424 HOOKER RD,05733,pending
787 KINGSLAND BAY STATE PARK RD,05456,pending
1908 US ROUTE 7,05491,pending
531 PLANK RD,05491,pending
8 S MAIN ST,05778,pending
46 NEW HAVEN RD,05491,pending
54 DOGWOOD DR,05733,pending
25 WEST ST,05491,pending
5371 US ROUTE 7,05456,pending
32 BOWMAN RD,05491,pending
35 GREEN ST,05491,pending
139 S MAPLE ST,05491,pending
58 NORTH ST,05491,pending
303 LAKEVIEW DR,05733,pending
2 FIRST ST,05491,pending
35 FIRST ST,05491,pending
15 HOPKINS RD,05491,pending
180 S MAPLE ST,05491,pending
11 SCHOOL ST,05491,pending
1410 MAPLE ST,05491,pending
295 LOCUST LN,05491,pending
1620 US ROUTE 7,05733,pending
2952 US ROUTE 7,05456,pending
224 MAIN ST,05491,pending
87 N POND RD,05769,pending
473 CRAM RD,05733,pending
18 N MAPLE ST,05491,pending
3161 SHELLHOUSE MOUNTAIN RD,05456,pending
51 MAIN ST,05491,pending
1153 LAKE DUNMORE RD,05733,pending
1757 US ROUTE 7,05733,pending
175 SEAGUL CIR,05769,pending
38 MAIN ST,05491,pending
183 COMMODORE DR,05491,pending
4 FOUR WINDS RD,05456,pending
186 GREEN ST,05491,pending
150 GREEN ST,05491,pending
59 HOLLY LN,05733,pending
37 W MAIN ST,05491,pending
72 MAIN ST,05491,pending
194 S MAPLE ST,05491,pending
360 LEISURE LN,05733,pending
207 MAIN ST,05491,pending
486 CRAM RD,05733,pending
1522 MAPLE ST,05491,pending
162 PINE LN,05769,pending
521 HAWKINS RD,05456,pending
344 RED GATE RD,05733,pending
3630 SHELLHOUSE MOUNTAIN RD,05456,pending
1179 SHELLHOUSE MOUNTAIN RD,05456,pending
1974 WEST SHORE RD,05769,pending
47 GREEN ST,05491,pending
286 KELLEY CROSS RD,05769,pending
84 S MAPLE ST,05491,pending
3395 US ROUTE 7,05456,pending
1625 US ROUTE 7,05769,pending
207 SHOREWOOD RD,05491,pending
89 DELORM RD,05733,pending
15 SCOVEL LN,05491,pending
302 MAIN ST,05491,pending
